"gene_id","module_name","module_color"
"ASV_2061","module_0","grey"
"ASV_2147","module_5","green"
"ASV_2039","module_5","green"
"ASV_2237","module_7","black"
"ASV_1885","module_0","grey"
"ASV_1886","module_0","grey"
"ASV_2006","module_0","grey"
"ASV_2410","module_5","green"
"ASV_1891","module_0","grey"
"ASV_2080","module_7","black"
"ASV_2020","module_8","pink"
"ASV_2045","module_0","grey"
"ASV_2073","module_0","grey"
"ASV_2266","module_2","blue"
"ASV_2052","module_0","grey"
"ASV_2407","module_0","grey"
"ASV_2125","module_0","grey"
"ASV_2311","module_0","grey"
"ASV_2139","module_0","grey"
"ASV_1959","module_0","grey"
"ASV_2170","module_0","grey"
"ASV_2218","module_6","red"
"ASV_2053","module_0","grey"
"ASV_2216","module_5","green"
"ASV_2242","module_0","grey"
"ASV_1995","module_5","green"
"ASV_2117","module_0","grey"
"ASV_2199","module_7","black"
"ASV_2230","module_0","grey"
"ASV_2050","module_0","grey"
"ASV_2203","module_7","black"
"ASV_2091","module_7","black"
"ASV_2113","module_0","grey"
"ASV_2333","module_0","grey"
"ASV_2099","module_0","grey"
"ASV_2122","module_0","grey"
"ASV_2273","module_0","grey"
"ASV_2105","module_0","grey"
"ASV_2124","module_7","black"
"ASV_2133","module_0","grey"
"ASV_2097","module_0","grey"
"ASV_2354","module_7","black"
"ASV_2172","module_5","green"
"ASV_2303","module_7","black"
"ASV_2018","module_0","grey"
"ASV_2070","module_0","grey"
"ASV_2115","module_0","grey"
"ASV_2359","module_0","grey"
"ASV_2131","module_0","grey"
"ASV_2208","module_0","grey"
"ASV_2262","module_0","grey"
"ASV_2188","module_8","pink"
"ASV_2264","module_0","grey"
"ASV_2269","module_0","grey"
"ASV_2302","module_5","green"
"ASV_2088","module_5","green"
"ASV_2126","module_0","grey"
"ASV_2153","module_7","black"
"ASV_2256","module_5","green"
"ASV_2330","module_0","grey"
"ASV_2365","module_0","grey"
"ASV_2393","module_7","black"
"ASV_2182","module_0","grey"
"ASV_2219","module_0","grey"
"ASV_2369","module_0","grey"
"ASV_2263","module_7","black"
"ASV_2363","module_7","black"
"ASV_2312","module_0","grey"
"ASV_2372","module_7","black"
"ASV_2232","module_5","green"
"ASV_2180","module_0","grey"
"ASV_2332","module_0","grey"
"ASV_2406","module_7","black"
"ASV_2245","module_0","grey"
"ASV_2317","module_5","green"
"ASV_2325","module_7","black"
"ASV_2340","module_0","grey"
"ASV_2274","module_7","black"
"ASV_2368","module_6","red"
"ASV_2395","module_8","pink"
"ASV_2378","module_0","grey"
"ASV_2383","module_5","green"
"ASV_2286","module_5","green"
"ASV_2362","module_5","green"
"ASV_2382","module_0","grey"
"ASV_2385","module_5","green"
"ASV_2371","module_8","pink"
"AA","module_2","blue"
"PA","module_2","blue"
"IBA","module_2","blue"
"BA","module_2","blue"
"IVA","module_2","blue"
"VA","module_2","blue"
"HA","module_2","blue"
